Nummer;TAN;START;END;Interviewdauer [sec];STATUS;STATUS_TEXT;current_Q;Q1A1;Q2;Q3;Q4;Q5;Q6;Q7A1_1;Q7A2_1;Q7A3_1;Q7A4_1;Q7A5_1;Q7A6_1;Q7A7_1;Q7A8_1;Q7A9_1;Q7A10_1;Q7A11_1;Q7A12_1;Q8A1_1;Q8A2_1;Q8A3_1;Q8A4_1;Q8A5_1;Q8A6_1;Q8A7_1;Q8A8_1;Q8A9_1;Q8A10_1;Q8A11_1;Q8A12_1;Q8A13_1;Q8A14_1;Q8A15_1;Q8A16_1;Q8A17_1;Q8A18_1;Q9A1_1;Q9A2_1;Q9A3_1;Q9A4_1;Q9A5_1;Q9A6_1;Q9A7_1;Q9A8_1;Q9A9_1;Q9A10_1;Q9A11_1;Q9A12_1;Q9A13_1;Q9A14_1;Q9A15_1;Q9A16_1;Q9A17_1;Q9A18_1;Q9A19_1;Q9A20_1;Q9A21_1;Q9A22_1;Q10A1_1;Q10A2_1;Q10A3_1;Q10A4_1;Q10A5_1;Q10A6_1;Q10A7_1;Q10A8_1;Q10A9_1;Q10A10_1;Q10A11_1;Q10A12_1;Q10A13_1;Q10A14_1;Q10A15_1;Q10A16_1;Q10A17_1;Q11A1_1;Q11A2_1;Q11A3_1;Q11A4_1;Q11A5_1;Q11A6_1;Q11A7_1;Q11A8_1;Q11A9_1;Q11A10_1;Q11A11_1;Q11A12_1;Q11A13_1;Q11A14_1;Q11A15_1;Q11A16_1;Q12A1_1;Q12A2_1;Q12A3_1;Q12A4_1;Q12A5_1;Q12A6_1;Q12A7_1;Q12A8_1;Q12A9_1;Q12A10_1;Q12A11_1;Q12A12_1;Q12A13_1;Q12A14_1;Q12A15_1;Q12A16_1;Q12A17_1;Q13A1_1;Q13A2_1;Q13A3_1;Q13A4_1;Q13A5_1;Q13A6_1;Q13A7_1;Q13A8_1;Q13A9_1;Q13A10_1;Q13A11_1;Q13A12_1;Q13A13_1;Q13A14_1;Q13A15_1;Q13A16_1;Q13A17_1;Q13A18_1;Q13A19_1;Q13A20_1;Q13A21_1;Q14A1_1;Q14A2_1;Q14A3_1;Q14A4_1;Q14A5_1;Q14A6_1;Q14A7_1;Q14A8_1;Q14A9_1;Q14A10_1;Q14A11_1;Q14A12_1;Q14A13_1;Q15A1_1;Q15A2_1;Q15A3_1;Q15A4_1;Q15A5_1;Q15A6_1;Q15A7_1;Q15A8_1;Q15A9_1;Q15A10_1;Q15A11_1;Q15A12_1;Q15A13_1;Q15A14_1;Q17A1_1;Q17A2_1;Q17A3_1;Q17A4_1;Q17A5_1;Q17A6_1;Q17A7_1;Q17A8_1;Q17A9_1;Q17A10_1;Q17A11_1;Q17A12_1;Q17A13_1;Q17A14_1;Q17A15_1;Q17A16_1;Q17A17_1;Q17A18_1;Q17A19_1;Q18A1;Q18A2;Q18A3;Q18A4;Q18A5;Q18A6;Q18A7;Q18A8;Q18A9;Q18A10;Q18A11;Q18A12;Q18A13;Q18A14;Q18A15;Q18A16;Q18A17;Q18A18;Q18A19;Q19A1_1;Q19A2_1;Q19A3_1;Q19A4_1;Q19A5_1;Q19A6_1;Q19A7_1;Q19A8_1;Q19A9_1;Q19A10_1;Q19A11_1;Q19A12_1;Q19A13_1;Q19A14_1;Q19A15_1;Q19A16_1;Q19A17_1;Q19A18_1;Q19A19_1;Q20A1_1;Q20A2_1;Q20A3_1;Q20A4_1;Q20A5_1;Q20A6_1;Q20A7_1;Q20A8_1;Q20A9_1;Q20A10_1;Q20A11_1;Q20A12_1;Q20A13_1;Q20A14_1;Q20A15_1;Q20A16_1;Q20A17_1;Q20A18_1;tic;QUESTION_ORDER
957;957;23:39:10 03.09.2021;00:00:00 04.09.2021;1250;5;;20;1;4;1;6;10;5;2;1;2;1;1;1;2;2;2;1;1;2;2;5;4;3;4;2;2;3;4;4;4;4;4;3;3;3;3;3;1;2;3;1;3;1;1;1;1;1;1;1;2;2;1;1;1;3;1;1;1;1;3;2;2;2;1;6;2;2;2;2;3;3;1;1;1;2;2;2;2;2;2;3;3;5;3;2;2;4;2;1;5;5;3;5;4;3;1;1;6;2;3;3;3;4;4;5;1;1;1;1;5;3;1;1;3;2;4;5;1;1;1;4;3;3;4;4;3;4;3;2;2;3;4;1;1;4;3;4;3;4;4;4;5;5;3;3;3;3;2;4;3;3;5;3;4;4;3;4;2;2;2;1;2;2;1;3;2;2;1;1;1;2;1;2;1;1;4;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;3;3;4;4;3;3;5;4;4;4;3;4;2;3;5;4;4;3;4;2;1;2;3;4;4;5;3;4;4;4;2;3;2;1;4;5;3;6131065b6cfe070001fdf9b0;,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,17,18,19,20
958;958;23:43:34 03.09.2021;00:02:07 04.09.2021;1002;5;;20;1;1;1;4;5;7;2;1;3;4;4;1;2;2;3;4;1;4;4;4;2;3;2;1;5;4;4;2;2;4;5;2;4;2;1;1;3;4;4;3;4;4;2;3;1;2;1;1;1;2;1;2;1;3;1;4;1;1;5;5;1;2;1;6;3;2;2;2;3;2;2;4;2;2;2;1;3;5;2;1;4;1;3;1;1;5;5;2;4;1;3;4;5;2;4;1;6;3;3;5;2;5;2;4;5;2;3;5;5;1;1;3;1;1;3;5;1;1;2;2;5;3;5;5;1;5;1;4;1;3;4;4;2;5;1;1;2;3;4;2;4;4;5;4;5;4;2;4;3;5;5;4;5;5;4;1;1;2;1;1;2;2;2;3;3;1;1;1;4;4;1;1;1;2;2;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;1;0;5;3;4;5;5;3;5;5;4;4;3;3;4;5;5;4;4;4;5;4;4;5;5;1;4;2;4;5;5;4;4;5;5;1;4;1;1;613106307b8b9c00012fe0da;,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,17,18,19,20
959;959;23:52:23 03.09.2021;00:04:59 04.09.2021;756;5;;20;1;5;1;7;11;6;4;4;4;4;3;1;1;3;3;1;1;1;5;5;5;3;5;1;1;5;5;5;5;1;5;1;1;1;3;1;1;2;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;2;2;2;2;6;2;3;2;2;2;2;1;1;2;2;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;5;5;5;5;5;5;5;5;5;5;5;5;5;3;3;3;3;3;3;3;3;5;3;3;3;3;3;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;6131ec6e7b8b9c000132e3d2;,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,17,18,19,20
961;961;23:55:02 03.09.2021;00:21:29 04.09.2021;1587;5;;20;1;4;1;8;4;6;4;1;3;4;1;1;1;1;1;1;1;1;5;5;5;5;4;1;4;5;2;4;2;4;5;5;3;1;1;1;3;3;4;3;3;3;3;4;3;4;3;3;3;4;2;3;3;3;3;3;3;3;4;4;2;4;4;5;2;2;2;4;2;2;6;6;4;4;4;2;1;2;3;3;2;3;2;2;2;4;4;1;3;3;4;5;5;5;5;3;6;4;4;5;6;5;4;6;6;5;5;5;5;3;3;3;5;3;5;5;4;4;3;4;3;4;5;5;5;5;5;5;4;5;4;4;4;4;5;5;5;5;5;5;5;5;2;2;1;1;1;5;1;3;5;3;4;4;3;3;2;3;1;4;1;1;3;4;4;3;3;1;1;1;3;4;3;1;2;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1;0;0;0;4;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;4;4;5;4;4;4;5;5;5;5;4;5;4;3;3;5;4;3;4;4;4;6131ec837b8b9c000132e8b0;,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,17,18,19,20
962;962;00:02:55 04.09.2021;00:12:02 04.09.2021;546;5;;20;1;1;1;6;10;7;4;1;4;2;4;1;4;2;3;4;4;4;4;5;5;5;5;3;4;5;4;4;5;4;4;2;5;5;4;5;4;3;5;3;4;3;4;4;4;4;5;4;4;4;4;4;4;4;4;4;4;4;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;4;5;5;3;5;5;5;5;5;4;4;3;3;5;5;5;2;3;2;2;2;4;2;5;2;2;2;2;2;2;2;2;2;5;5;5;5;5;5;5;5;5;5;5;4;5;5;5;5;5;5;5;5;5;4;5;4;4;4;5;2;4;5;4;4;4;5;4;4;5;4;4;5;4;4;5;4;5;4;4;4;3;4;3;1;2;1;1;1;1;1;1;1;3;1;1;1;1;1;3;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;4;5;5;4;5;5;5;5;5;4;5;5;5;5;5;3;5;4;5;5;5;5;5;4;5;5;5;5;5;5;4;5;5;5;5;5;5;6131062d7b8b9c00012fdfba;,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,17,18,19,20
963;963;00:04:19 04.09.2021;00:37:21 04.09.2021;1981;5;;20;1;1;2;4;2;2;1;1;3;3;1;1;4;1;1;1;1;1;3;3;4;4;3;3;3;4;2;4;3;2;3;3;3;3;3;3;1;1;3;1;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;2;1;2;6;1;1;2;2;3;2;1;1;1;1;2;1;1;1;3;1;1;3;2;4;1;3;2;1;3;4;4;1;1;1;1;1;6;4;1;1;1;2;2;1;1;1;1;1;5;1;1;1;5;1;1;5;3;1;3;2;1;3;3;3;5;5;2;2;1;4;4;2;4;5;3;4;3;4;4;5;5;3;3;3;3;3;3;3;3;3;5;3;1;3;3;3;4;3;3;3;1;2;1;1;2;2;2;1;1;1;1;3;1;1;3;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;2;2;3;4;3;1;2;3;4;4;1;3;3;5;5;5;5;5;3;3;3;3;4;4;3;5;4;4;5;3;2;3;3;1;4;5;3;6131ec907b8b9c000132ebb3;,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,17,18,19,20
964;964;00:06:20 04.09.2021;01:25:57 04.09.2021;4777;5;;20;1;1;1;6;10;1;3;1;4;1;1;1;2;4;4;1;1;1;4;5;2;4;3;2;3;3;4;4;4;3;3;2;3;3;3;3;2;2;3;2;2;1;3;2;1;1;1;1;1;2;1;1;1;1;1;1;1;1;2;2;1;2;1;4;3;2;2;2;4;4;1;1;2;2;2;3;1;3;3;3;3;3;2;1;1;4;2;1;4;3;4;4;1;1;1;1;4;5;3;3;4;5;4;4;4;3;1;4;5;2;2;2;5;3;1;5;1;1;3;3;1;3;5;4;3;2;3;3;2;3;4;4;1;5;2;4;3;4;4;4;5;4;3;3;3;3;3;4;3;2;5;3;3;2;3;3;2;3;3;2;1;1;3;3;2;2;1;2;2;2;1;1;1;1;4;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;2;4;4;3;3;4;3;4;3;3;2;3;3;4;5;4;5;5;4;4;3;3;3;4;3;3;3;3;4;4;3;4;3;2;3;3;1;6131ec456cfe07000100f0f0;,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,17,18,19,20
965;965;00:15:17 04.09.2021;12:23:24 04.09.2021;1699;5;;20;1;1;1;5;10;2;3;1;4;2;1;1;1;2;1;1;1;1;3;3;2;3;4;2;4;3;2;3;4;2;4;2;2;2;2;1;1;2;3;1;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;2;2;2;2;4;2;2;2;2;2;2;1;1;4;2;2;1;1;1;1;1;1;1;1;1;1;1;2;1;2;1;4;4;3;3;2;2;4;2;2;2;2;3;2;3;4;3;2;2;2;1;4;4;4;4;2;4;2;3;2;2;5;3;3;4;2;3;3;4;1;3;4;3;2;5;1;2;1;1;4;3;5;3;4;3;4;2;3;4;2;4;5;4;4;4;3;4;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;4;5;5;4;5;4;5;5;5;5;5;5;5;5;5;5;5;5;4;3;3;3;3;3;4;2;2;4;5;2;2;3;4;1;3;2;2;6131ec4a6cfe07000100f214;,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,17,18,19,20
966;966;00:27:22 04.09.2021;00:48:21 04.09.2021;1259;5;;20;1;5;2;2;11;3;3;1;3;4;1;1;1;1;1;1;1;1;3;4;5;3;3;3;3;4;4;4;4;2;3;1;2;3;3;2;1;3;3;1;2;2;1;1;1;1;1;1;1;2;1;1;1;1;1;1;1;1;2;2;2;2;2;2;2;2;2;5;2;2;2;2;2;2;3;1;1;3;5;2;3;1;1;1;1;1;1;1;5;2;2;4;2;2;2;1;1;2;2;1;5;2;2;2;3;2;2;5;5;4;1;5;5;1;1;5;1;1;1;1;1;5;5;3;5;2;3;1;1;5;4;3;3;3;4;3;4;3;3;4;5;4;4;3;3;3;3;3;3;3;5;3;3;3;3;4;1;1;2;1;3;3;1;1;3;3;1;1;1;4;1;3;1;1;1;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;4;3;3;4;4;4;5;5;5;5;4;5;5;5;5;4;5;5;4;2;2;3;4;4;4;5;4;5;5;5;5;1;1;1;4;3;1;6131ec976cfe07000101042d;,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,17,18,19,20
967;967;00:27:51 04.09.2021;02:04:14 04.09.2021;5783;5;;20;1;2;1;8;10;1;4;1;3;1;1;1;2;2;2;2;1;1;4;4;3;4;4;2;3;3;2;4;2;4;3;3;3;3;5;3;1;4;4;1;3;3;2;2;1;1;2;1;2;2;1;2;1;4;1;3;1;2;2;2;2;2;2;4;2;2;2;2;2;2;2;5;2;2;2;2;2;3;2;1;3;1;2;3;3;3;2;2;4;3;3;4;3;3;4;4;6;3;3;4;4;4;4;4;4;3;4;4;4;3;3;3;4;2;4;4;3;4;3;2;3;4;5;5;3;4;3;4;3;4;4;4;4;5;3;3;4;3;4;4;4;4;3;2;2;3;3;4;2;3;5;3;3;4;3;3;3;3;2;2;1;1;2;3;2;2;2;3;2;1;2;2;4;1;2;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;1;0;0;3;3;4;4;5;3;4;4;4;3;3;4;4;4;4;3;3;3;4;3;3;2;3;2;4;2;3;3;3;4;3;3;4;4;2;3;2;6131ec4e6cfe07000100f2f7;,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,17,18,19,20
968;968;00:28:01 04.09.2021;00:45:54 04.09.2021;1073;5;;20;1;4;2;2;1;4;2;1;3;2;1;1;1;1;1;1;1;2;4;5;5;5;5;1;1;5;5;5;5;5;5;5;1;1;3;1;1;2;2;1;2;2;1;1;1;2;1;1;1;2;1;1;1;1;1;2;1;1;2;2;2;2;2;2;2;2;2;2;2;2;1;1;2;2;1;1;1;3;1;4;3;3;1;1;1;2;1;1;4;3;1;4;2;2;2;2;4;2;2;2;2;3;2;3;3;3;3;3;4;3;2;2;5;4;1;2;1;1;1;1;1;3;5;4;1;3;3;1;1;4;4;4;4;4;1;1;1;1;4;4;2;2;5;5;5;5;5;2;5;1;5;4;5;5;5;5;2;4;3;1;3;2;1;1;2;2;1;1;2;2;2;2;1;2;3;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;4;4;5;4;5;5;4;3;5;5;5;5;4;4;1;5;4;1;6131ec537b8b9c000132dcd3;,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,17,18,19,20
969;969;00:33:40 04.09.2021;00:57:34 04.09.2021;1432;5;;20;1;6;1;2;10;4;1;1;3;2;2;1;3;4;1;1;1;1;4;4;3;4;3;2;4;3;4;4;3;4;2;2;4;4;2;4;1;4;4;1;1;1;3;3;1;1;1;1;1;1;1;1;1;1;1;1;1;1;4;1;2;1;1;5;2;2;2;2;2;1;1;1;1;1;1;1;1;2;3;5;3;1;1;3;1;3;2;3;3;1;3;5;2;1;1;1;3;2;1;1;1;2;2;3;3;4;3;4;4;3;2;2;3;2;2;2;2;2;2;2;2;2;3;3;2;3;2;3;1;4;2;3;3;4;2;3;3;3;3;3;4;4;3;3;2;2;2;2;2;3;5;1;3;3;3;3;2;3;3;2;3;3;2;3;4;3;2;2;2;3;3;3;2;2;3;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;3;4;3;3;3;1;2;2;2;3;2;2;3;4;4;3;2;2;3;3;2;4;3;3;3;1;1;3;4;3;3;2;3;1;2;1;1;6131ec556cfe07000100f57e;,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,17,18,19,20
970;970;01:10:03 04.09.2021;01:23:08 04.09.2021;785;5;;20;1;3;2;6;9;4;2;1;4;2;2;1;2;2;2;1;1;2;4;4;3;3;3;3;3;4;4;3;3;3;4;4;4;3;3;2;1;1;2;1;2;1;1;1;1;1;1;1;1;2;1;1;1;2;1;1;1;1;1;2;2;2;2;2;2;2;2;2;3;2;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;3;3;2;2;1;1;4;4;2;2;2;2;2;3;3;4;4;4;4;3;3;3;3;3;3;3;3;5;3;3;4;3;3;2;3;3;2;4;3;2;3;3;3;3;2;3;2;2;1;1;1;1;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;1;3;3;3;3;3;3;3;4;3;3;3;3;3;3;4;4;4;4;4;2;2;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;6131ec9b7b8b9c000132edab;,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,17,18,19,20
971;971;02:24:16 04.09.2021;02:44:34 04.09.2021;1218;5;;20;1;1;2;6;1;9;2;1;4;2;1;1;3;2;1;1;1;2;2;2;2;3;4;2;4;1;4;3;5;2;4;3;3;1;3;2;1;1;3;2;3;2;1;1;1;1;1;1;1;2;1;1;1;1;3;2;3;2;4;2;2;2;2;6;2;2;3;4;2;2;1;1;2;2;2;1;1;2;1;1;1;5;3;4;1;3;1;1;4;4;5;5;5;3;2;2;6;3;2;5;4;2;2;4;4;1;2;4;5;1;1;5;5;1;2;5;2;3;1;2;1;4;4;4;3;4;5;5;1;2;5;5;5;5;3;2;4;4;4;2;2;2;1;1;1;2;4;5;4;2;5;2;4;2;2;5;5;5;4;3;4;2;3;3;3;3;2;5;5;5;5;1;1;1;5;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;3;5;4;5;5;5;5;4;4;3;2;4;5;3;3;5;4;5;2;3;3;4;5;2;3;5;4;3;5;3;1;3;2;1;5;5;4;6131ec776cfe07000100fcee;,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,17,18,19,20
974;974;04:21:59 04.09.2021;04:40:29 04.09.2021;1081;5;;20;1;3;2;2;2;2;2;1;4;2;1;1;2;1;2;1;1;1;4;5;4;5;5;2;2;3;5;4;3;4;5;4;1;2;4;2;1;3;3;1;3;1;2;1;1;2;1;1;1;2;1;1;1;1;1;1;1;1;3;1;2;2;2;6;2;2;1;2;2;2;1;1;2;1;1;1;1;1;1;2;2;1;1;1;1;1;1;1;5;3;2;4;3;1;1;1;6;2;2;4;4;4;5;5;5;5;5;5;5;5;5;5;5;5;3;5;5;3;3;5;5;5;4;4;3;5;4;2;2;5;5;5;5;5;3;5;5;5;5;5;5;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;1;4;1;1;4;3;3;1;3;4;1;1;1;1;1;1;1;5;5;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;1;0;5;5;5;5;4;3;5;5;5;5;2;5;5;5;5;5;5;5;5;3;3;4;5;5;3;3;3;5;5;5;5;3;3;3;5;5;1;613106446cfe070001fdf39e;,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
976;976;04:30:25 04.09.2021;04:43:41 04.09.2021;794;5;;20;1;4;2;4;7;2;1;1;2;1;1;1;2;2;1;1;1;1;4;4;4;4;4;4;3;4;4;4;4;2;4;4;4;3;3;4;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;3;1;1;1;6;1;1;1;1;1;1;1;1;1;1;3;1;1;2;1;1;1;1;1;1;1;1;1;1;1;1;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;3;3;3;1;3;1;1;4;3;3;3;1;3;1;2;2;1;1;1;1;1;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;4;4;3;3;3;5;3;3;5;3;3;1;1;1;1;1;1;1;1;1;3;1;1;2;3;3;2;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;4;4;4;4;5;4;5;5;5;5;5;5;5;5;5;5;5;5;3;3;4;4;4;3;3;3;3;4;4;3;3;3;3;3;3;3;3;6131ec487b8b9c000132d9ca;,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,17,18,19,20
978;978;05:49:06 04.09.2021;06:06:57 04.09.2021;1071;5;;20;1;3;1;8;2;8;3;3;4;3;4;3;3;3;3;4;3;3;3;4;4;3;4;3;4;3;4;4;3;4;3;3;4;5;3;4;4;3;4;3;4;4;4;4;4;4;3;4;4;4;5;3;4;5;3;4;3;4;3;3;2;2;2;4;2;2;2;2;2;2;4;2;2;3;2;2;2;2;2;3;4;4;3;3;4;3;3;2;5;4;5;2;2;2;3;2;3;3;2;2;1;2;2;3;2;3;3;2;2;1;2;1;2;1;2;1;2;2;1;2;2;2;1;1;2;2;3;2;1;4;4;5;4;3;4;5;4;4;4;5;3;4;4;4;5;3;4;4;5;3;5;4;3;4;5;5;4;4;3;4;5;5;4;3;4;3;2;2;2;2;2;2;4;3;3;0;0;0;0;0;0;0;0;0;1;0;0;1;1;0;0;0;0;0;4;3;4;5;3;4;3;3;4;4;4;4;5;4;5;3;4;4;5;5;5;4;3;4;3;4;4;4;4;5;4;5;4;4;5;4;5;6131065f6cfe070001fdfa7b;,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,17,18,19,20
980;980;06:45:44 04.09.2021;07:07:32 04.09.2021;1308;5;;20;1;3;2;2;9;1;1;1;4;1;1;1;4;4;2;1;1;1;5;4;2;5;5;1;2;3;5;4;5;1;5;3;3;1;3;1;3;2;4;2;1;2;3;2;2;3;3;2;2;2;1;1;1;1;2;1;1;3;3;2;1;1;5;6;6;2;4;5;2;2;1;1;1;1;2;1;1;1;1;1;1;1;1;1;1;1;1;1;3;1;4;5;1;1;1;1;6;6;6;5;5;4;5;5;6;5;5;5;5;5;2;5;5;5;5;5;4;3;2;2;2;5;3;3;1;3;2;2;2;5;5;4;4;4;4;3;3;3;3;3;3;5;3;4;4;4;4;4;5;4;5;3;4;3;4;3;1;4;1;2;3;1;3;3;3;3;3;1;3;1;3;2;2;3;3;0;0;0;0;1;0;1;0;1;0;0;0;0;0;0;0;0;0;0;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;3;5;5;5;3;3;3;3;1;3;3;3;3;5;3;3;3;3;3;5;1;3;6131ec977b8b9c000132eccf;,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,17,18,19,20
981;981;06:59:26 04.09.2021;07:13:46 04.09.2021;860;5;;20;1;6;2;3;14;5;1;1;4;4;1;1;4;4;1;1;1;1;3;5;5;4;3;4;4;4;5;3;3;3;4;4;2;3;3;4;1;1;2;1;1;1;2;1;1;1;1;2;1;1;1;1;1;1;1;1;1;1;2;2;2;2;2;4;2;2;2;2;2;2;2;2;2;2;2;1;1;5;5;5;5;1;1;1;1;1;1;1;5;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;5;5;4;4;5;5;1;5;1;5;1;1;1;1;5;5;1;2;2;2;1;4;4;4;3;3;3;2;2;3;4;5;5;4;3;3;3;3;3;3;3;3;5;3;3;3;3;3;1;1;3;1;3;3;1;1;1;4;1;1;1;1;1;2;1;1;3;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;1;0;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;1;1;5;5;5;4;1;1;5;5;1;2;2;4;2;3;1;1;6131ec946cfe0700010103c1;,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,17,18,19,20
984;984;07:31:32 04.09.2021;08:20:57 04.09.2021;2961;5;;20;1;5;2;4;9;4;2;1;2;2;1;1;2;1;1;1;1;1;4;5;5;4;3;4;3;3;3;4;4;2;3;4;2;4;3;4;1;1;1;1;3;2;2;2;2;2;2;1;2;2;2;1;1;1;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;5;1;5;1;4;4;1;1;4;1;1;1;1;1;4;4;1;1;1;4;3;3;4;5;3;4;4;4;2;3;1;5;5;1;1;5;5;5;5;1;1;5;5;1;2;3;3;5;5;5;2;1;5;5;5;4;5;5;5;5;5;5;5;5;5;4;5;4;4;3;3;4;3;5;3;4;5;5;5;1;2;3;3;3;3;2;1;2;4;1;1;2;2;2;3;1;4;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;1;3;5;3;5;5;5;5;3;4;5;2;5;5;5;5;5;5;5;3;5;5;5;5;5;5;5;5;5;5;3;3;3;3;1;5;5;1;6131ec967b8b9c000132ec96;,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,17,18,19,20
985;985;07:42:09 04.09.2021;08:17:33 04.09.2021;2123;5;;20;1;2;1;2;14;1;1;1;4;1;1;1;1;1;3;1;1;1;3;4;3;5;5;3;2;2;5;2;4;2;4;3;3;2;3;2;1;1;1;1;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;3;2;2;1;3;2;1;1;2;2;1;1;1;2;1;1;1;1;1;1;1;1;1;2;1;1;5;5;2;2;4;5;4;4;2;4;2;4;2;5;4;2;1;5;1;2;1;5;1;5;2;5;1;1;2;2;2;4;5;5;1;5;5;5;1;2;4;5;4;5;3;2;5;3;4;4;5;3;3;3;3;3;3;3;3;3;5;3;3;3;3;3;1;5;5;2;5;1;1;1;3;1;3;5;5;5;5;5;3;3;3;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;1;1;3;3;3;3;1;1;3;3;3;3;3;3;3;1;1;1;6131ec4e6cfe07000100f305;,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,17,18,19,20
